0.01296083	0.04698511	0.06854214	0.05387792	-0.062568426	-0.041022323	0.33552185	-0.018253336
0.06920454	0.11019787	0.06429459	0.092343725	-0.13741027	-0.077188656	0.40970236	0.0651122
0.2502745	0.1947908	0.26246867	0.24057803	-0.29797786	-0.26402766	0.047598753	0.18471847
-0.8009352	-0.6417871	-0.736455	-0.78409255	0.90187716	0.8634494	0.1699764	-0.6561699
0.0029701635	-0.05754758	-0.052599005	-0.035303794	0.06288921	0.07212951	-0.17268778	-0.07947063
-0.029742302	-0.019507032	-0.081565164	0.017705582	-0.016102009	0.014903202	-0.19585732	-0.1158597
-0.65459776	-0.51588726	-0.63483465	-0.61723596	0.70601356	0.6863246	-0.034471285	-0.6456481
-0.022805868	0.021310028	-0.0137594165	-0.013267517	0.02255259	0.0049382057	0.31750196	0.05718257
-0.6988786	-0.49216896	-0.58890533	-0.6053394	0.7394232	0.7830321	0.393145	-0.5784883
0.06520024	-0.044196527	-0.0010900339	0.01768743	-0.0010700957	-0.07715928	-0.10370911	-0.0007587024
-0.81578904	-0.7096114	-0.7676279	-0.7415777	0.88954496	0.8340509	0.13362758	-0.7497486
0.20569757	0.18751945	0.22781673	0.16120031	-0.19138126	-0.22054498	0.11245424	0.12347231
-0.44759125	-0.3286111	-0.42779526	-0.4432633	0.5348327	0.5520411	0.19721185	-0.2765962
0.5880271	0.47873917	0.51923245	0.5618287	-0.65929234	-0.54319435	-0.16370694	0.5199991
-0.010644914	-0.02548536	-0.02729667	-0.021633273	0.034767073	0.008202884	-0.010082563	-0.017473744
-0.13027404	-0.082632355	-0.063865185	-0.08070146	0.12173716	0.101427004	-0.058323063	-0.09488838
-0.06585208	0.090127066	0.02718199	0.00088102964	-0.018300451	-0.043083638	0.170828	0.00837366
-0.23256001	-0.108032204	-0.12189447	-0.23525698	0.29884768	0.26397842	0.10957999	-0.08287236
0.25296673	0.18726273	0.23231685	0.1491782	-0.30486888	-0.24287674	0.26825163	0.21518578
-0.4021704	-0.47517842	-0.43999577	-0.43372652	0.4517606	0.47600517	-0.1114918	-0.48730356
-0.20395693	-0.18246411	-0.19133556	-0.22572185	0.17493586	0.23104532	0.2605592	-0.25765964
0.098344564	0.18377712	0.17701513	0.07329054	-0.16077526	-0.08380457	0.031056331	0.13255082
0.12897818	0.07383244	0.12177576	0.16601035	-0.16097854	-0.17929308	-0.07512051	0.12942483
0.117831	0.07161597	0.08654499	0.08313947	-0.18095139	-0.19863932	-0.01104808	0.09264315
-0.10115227	-0.032562032	-0.029953592	-0.05400763	0.03737684	0.075625494	0.28631356	-0.012816878
-0.522147	-0.46643078	-0.54641294	-0.48715115	0.533047	0.5718512	-0.19106358	-0.60653037
0.004923896	-0.039447643	0.004366503	-0.022315184	-0.026077121	-0.00883125	0.021743143	-0.04313539
0.056329634	0.11909837	0.1292133	0.08012796	-0.13597806	-0.0940312	0.22087397	0.15460052
0.18904236	0.23718831	0.22503406	0.2944777	-0.22904079	-0.2338756	-0.2542801	0.21974769
-0.70755845	-0.43115628	-0.5743276	-0.6089443	0.72227186	0.6796974	0.68529385	-0.47214836
-0.8340026	-0.7081885	-0.74019456	-0.774227	0.8568309	0.821027	0.39532086	-0.7166063
-0.20963082	-0.09316753	-0.13853604	-0.20145969	0.22662315	0.1978485	0.3856824	-0.082649715
-0.40834036	-0.40636978	-0.4179451	-0.35613763	0.45711187	0.42963746	0.32884037	-0.35167086
0.314969	0.34746215	0.3190817	0.2936713	-0.3196974	-0.28116286	0.116976015	0.31035098
0.36885214	0.35184357	0.33018187	0.32314098	-0.4469068	-0.35977784	-0.013587442	0.43136352
-0.2350843	-0.026194802	-0.08361026	-0.23537709	0.22296238	0.25092262	0.7492715	0.038793113
-0.09004978	-0.097829916	-0.084643774	-0.13289078	0.12943539	0.12567258	0.25656226	-0.106680185
0.21852018	0.16306347	0.21662992	0.22884656	-0.1774594	-0.21346445	0.05615308	0.17892632
0.13739403	0.1785837	0.14394797	0.14160532	-0.1622435	-0.15544155	0.004923515	0.1227819
